,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
16,runs.,1049,2,0,4.38908731285,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
17,"This is Kohli's record against Pakistan in World T20s.Dhoni: ""I didn't expect it to spin so much.",1048,13,9,63.7837434609,0.0,0.0,0.0,0.0492685231735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27814
18,The spinners got plenty of help out there.,1047,5,4,37.5016335128,0.0,0.0,0.108109644112,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083335
19,It got slightly better in the second half and they had only one spinner.,1046,8,7,62.389310417,0.108109644112,0.0492685231735,0.117635945435,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155235
20,I think we can still do better (playing against spin).,1045,8,5,46.4923767812,0.117635945435,0.0,0.311942807067,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
21,There are areas where we can still improve.,1044,4,5,42.0483960612,0.311942807067,0.0,0.115591674545,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07143
22,It is important that you when you win games you address all those areas.,1043,6,9,71.3074746637,0.115591674545,0.0,0.186457590325,0.124951498911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085715
23,You won't get a second chance in the knockout stages.,1042,8,4,41.0010229206,0.186457590325,0.0,0.0528709520027,0.0325777308285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.155555
24,"The third seamer can give you a bit of help if there is dew around, but if I knew that there was so much turn on offer, then I don't have a problem playing an extra spinner.",1041,19,22,161.202208446,0.0528709520027,0.124951498911,0.0176247785159,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082505
25,In this format every team is a good team.,1040,6,4,37.1094965551,0.0176247785159,0.0325777308285,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117645
26,We want to compete.,1039,3,2,19.3556603104,0.0,0.0,0.48932533418,0.226348351381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555
27,"We want to be here for the final, but as of now we want to take one game at a time.",1038,9,14,82.7994875473,0.48932533418,0.0,0.264465249829,0.0620676727607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111115
28,"""Afridi: ""First of all, I want to congratulate Dhoni and his team for playing well.",1037,13,7,59.60253999,0.264465249829,0.226348351381,0.0131887696022,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10345
29,"I did not expect the pitch to spin so much, but no excuse.",1036,7,8,52.6341789497,0.0131887696022,0.0620676727607,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096775
30,I think we didn't score enough runs.,1035,6,3,31.3812982178,0.0,0.0,0.146021416004,0.343499582615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12879
31,We were short by  .,1034,2,3,18.3517752811,0.146021416004,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
32,5 runs.,1033,3,0,4.38908731285,0.0,0.343499582615,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09091
33,Their spinners bowled well.,1032,4,1,20.4340698917,0.0,0.0,0.0853201486028,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
34,I think we didn't bowl in the right areas and I didn't bowl well.,1031,9,8,54.3668928477,0.0853201486028,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12348
35,Virat Kohli played an awesome innings.,1030,6,1,32.4435428623,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186365
36,I would have picked another spinner for this pitch.,1029,6,4,37.8732241698,0.0,0.0,0.0,0.0444939561258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
37,India play very well under pressure.,1028,5,2,27.9129615333,0.0,0.0,0.366743981414,0.270275547258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166665
38,Their batsmen play well under pressure and our batsmen have to learn from them in that aspect.,1027,8,10,80.1409248759,0.366743981414,0.0444939561258,0.10461633649,0.00880404142587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285
39,"We are playing Australia and New Zealand next, so we've got to play very well.",1026,11,7,69.0467431369,0.10461633649,0.270275547258,0.222521701327,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136365
40,"This game is done, we need to quickly focus on the next game.",1025,9,6,56.916311275,0.222521701327,0.00880404142587,0.0,0.112857682163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178055
41,"""Kohli: ""It was a challenging wicket out there.",1024,7,5,29.465609269,0.0,0.0,0.0,0.142299757256,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16348
42,You need new challenges every innings that you play.,1023,7,3,48.3621527359,0.0,0.112857682163,0.03309809178,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
43,I was disappointed that I got out for about 25 in the last game.,1022,6,9,52.696759587,0.03309809178,0.142299757256,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134575
44,I knew if I had scored  .,1021,3,4,22.2178611913,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
45,5 we could have won.,1020,3,3,19.2221289178,0.0,0.0,0.0997744882585,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.083335
46,That really hurt because we don't bat like that at home.,1019,7,6,54.6816174489,0.0997744882585,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965
47,Today it was all about keeping calm and luckily I got a great partnership with Yuvraj.,1018,9,8,69.8705107269,0.0,0.0,0.0316090459563,0.0419743253814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12317
48,49 odd I scored in Dhaka against Pakistan was probably one of my better knocks.,1017,10,6,75.4040049568,0.0316090459563,0.0,0.038862032565,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15111
49,I think the seamers bowling cutters was a little difficult.,1016,7,4,42.7120015626,0.038862032565,0.0419743253814,0.00965071495794,0.0115289413946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111
50,You need to watch the ball to play it late to dab it down to third man.,1015,9,9,68.4070912539,0.00965071495794,0.0,0.00922066724636,0.0548357220441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105265
51,"Yuvraj came out, weathered the storm and smacked a few.",1014,7,5,45.8978541907,0.00922066724636,0.0115289413946,0.198778564347,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15111
52,It's great for him that he came out in a pressure situation.,1013,6,8,48.1524396245,0.198778564347,0.0548357220441,0.0689422213254,0.0226529056294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135715
53,He's feeling confident.,1012,4,1,16.9238857787,0.0689422213254,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05882
54,I think a score on the board always helps me calculate better (talking about his success in run-chases).,1011,13,8,82.5880425973,0.0,0.0226529056294,0.0260600632892,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153845
55,"""Virat Kohli is the Man of the MatchAfridi took the ball.",1010,8,5,41.9817055244,0.0260600632892,0.0,0.0,0.0413864773259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26061
56,Then Malik.,1009,2,1,8.82881835851,0.0,0.0,0.0,0.332397023814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050005
57,This should have been the phase where Pakistan win it.,1008,4,7,44.6586360881,0.0,0.0413864773259,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17647
58,And then Kohli took charge.,1007,4,2,23.9030220202,0.0,0.332397023814,0.0,0.0156665868147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064515
59,What a player.,1006,2,2,11.2267136313,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
60,He ensured that the strike kept rotating and put on a 61-run partnership with an ever-gaining-in-confidence Yuvi that nearly sealed it.,1005,12,10,85.7182795007,0.0,0.0156665868147,0.0422057076894,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146825
61,Just the way he carried himself.,1004,3,4,28.4007771798,0.0422057076894,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076925
62,His presence.,1003,2,1,10.6569454719,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083335
63,Looked a class apart.,1002,4,1,19.8924670632,0.0,0.0,0.127120167326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
64,"Admittedly, Pakistan's spin duo of Malik and Afridi greatly underwhelmed and looked nowhere near threatening on a spin haven.",1001,16,6,93.9579609724,0.127120167326,0.0,0.0146835223883,0.0296354516547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13158
65,That's where they lost it.India knew they had a game on their hands chasing a decent looking  .,1000,10,9,71.020160115,0.0146835223883,0.0,0.0350662042833,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11472
66,on a carnivorous turner.,999,3,2,16.9165731318,0.0350662042833,0.0296354516547,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
67,But what hit them wasn't turn.,998,4,4,27.7895825121,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455
68,Rohit fell early to Amir in trying to loft him over the top.,997,8,6,57.8074017215,0.0,0.0,0.116923528044,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136365
69,Then Sami rattled in and struck twice in one over to leave Eden Gardens in trauma and India tottering at  .,996,12,9,94.3054155119,0.116923528044,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134365
70,.,995,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
71,Pakistan were right on top.,994,4,2,22.5853561655,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09091
72,They hadn't even introduced spin and had India at their mercy.,993,7,6,52.7245941806,0.0,0.0,0.0,0.041836053487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08108
73,In walked Yuvraj Singh.,992,4,1,19.4320384311,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18636
74,"A man who has taken a lot of flak, some would say he has been made the scapegoat whenever they lose.",991,12,11,99.2716698725,0.0,0.041836053487,0.0295436091388,0.0133873565147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10811
75,Imagine the pressure.Another opportunity for Dhoni to finish a game and he doesn't miss out.,990,9,8,58.0836908594,0.0295436091388,0.0,0.0170802437124,0.0550597713969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095235
76,"Kohli punches the air in delight, before the players exchange handshakes.",989,9,4,56.1242341615,0.0170802437124,0.0133873565147,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
77,Much needed win for India to get their  .,988,6,3,34.613894392,0.0,0.0550597713969,0.0,0.0121217454315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11859
78,World T20 campaign back on track.,987,6,1,29.6909468152,0.0,0.0,0.0265752425482,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14091
79,They were under a lot of pressure on the team after losing the first game to New Zealand and they have responded well.,986,11,13,97.1279373661,0.0265752425482,0.0121217454315,0.263354034768,0.0631816100817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125905
80,How well is Kohli under pressure and how well he handles pressure!,985,7,6,53.5575440947,0.263354034768,0.0,0.130665439598,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14815
81,"Gee, he's such a player and it was great to see him take responsibility and perform so well.",984,11,10,79.8967127828,0.130665439598,0.0631816100817,0.0,0.0433710905823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112745
82,.,983,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
83,"Irfan to Dhoni, 1 run, it's a clean sheet ( . )",982,12,3,31.5119242541,0.0,0.0433710905823,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11274
84,for India over Pakistan in World Cup contests.,981,6,3,35.5074563928,0.0,0.0,0.0600432819012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330435
85,Batting maestro Sachin Tendulkar waves the Indian flag in joy in the stands.,980,10,4,68.1669931096,0.0600432819012,0.0,0.0199656472725,0.0154085914439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186365
86,"Meanwhile, Kohli points his bat towards the sky.",979,8,2,38.4327346619,0.0199656472725,0.0,0.0111289365566,0.0149693630025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105265
87,"Shortish delivery on the off stump, Dhoni easily pulls it through mid-wicket and jogs across .",978,11,6,61.7290619043,0.0111289365566,0.0154085914439,0.112180540432,0.128336948841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15936
88,"Irfan to Dhoni, SIX, in the slot and baaaaaang.",977,8,4,37.6952572136,0.112180540432,0.0149693630025,0.137363464064,0.120463420019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.229165
89,Dhoni muscles one down the ground and sends it towards the sightscreen.,976,8,5,53.1716521594,0.137363464064,0.128336948841,0.0994238192273,0.0243013711434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121215
90,"Slower delivery outside off stump, Dhoni goes over mid-on.",975,9,2,32.8641512608,0.0994238192273,0.120463420019,0.0,0.189208997058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09375
91,The Indian dug-out is delightedJust 7 to get now for India .,974,7,5,35.323431346,0.0,0.0243013711434,0.042222104268,0.0325132174279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135715
92,"Irfan to Kohli, 1 run, shortish slower delivery on the stumps, Kohli works it to square leg .",973,16,5,57.8084556806,0.042222104268,0.189208997058,0.359686258558,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103945
93,"Irfan to Kohli, FOUR, Kohli wants to celebrate early.",972,10,2,38.3055360835,0.359686258558,0.0325132174279,0.0,0.100783948813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08
94,He's batting brilliantly out there.,971,4,3,24.2937871365,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105265
95,"Short and wide outside off stump, Kohli cuts off the back foot, once it beat backward point, the ball rocketed to the fence.",970,18,9,92.1192606559,0.0,0.100783948813,0.0333848535754,0.144263234069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15762
96,The crowd is absolutely loving this .,969,4,3,28.091870737,0.0333848535754,0.0,0.0111280765053,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
97,"Irfan to Dhoni, 1 run, slower delivery on the off stump, Dhoni steps out and guides it to third manMohammad Irfan [ .",968,18,8,79.5349454947,0.0111280765053,0.144263234069,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
98,- .,967,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
99,. ],966,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
100,is back into the attack .,965,3,3,18.3161063836,0.0,0.0,0.0167383431603,0.0210225981923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133335
101,"Afridi to Kohli, no run, Kohli tries to work it on the on-side, gets a soft leading edge that rolls to cover .",964,17,9,76.7946859802,0.0167383431603,0.0,0.194364353316,0.199153163142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09302
102,"Afridi to Dhoni, 1 run, down the leg-side, glanced away to backward square leg .",963,14,4,45.8316176584,0.194364353316,0.0210225981923,0.236526549239,0.122202414415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09091
103,"Afridi to Dhoni, no run, how did that miss the stumps?",962,8,6,42.2386508603,0.236526549239,0.199153163142,0.194142800213,0.127579167545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12317
104,"Dhoni was on the front foot to drive, got an inside edge onto pad, Afridi kept appealing for LBW, and the ball almost disturbed the stumps as well .",961,22,10,123.545028885,0.194142800213,0.122202414415,0.0430606448378,0.0187551113333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12069
105,"Afridi to Kohli, 1 run, tell him that he's playing against Pakistan in T20Is and he'll score runs at will.",960,15,10,75.8416993948,0.0430606448378,0.127579167545,0.0599735860402,0.0553224107994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17589
106,"Flighted delivery outside off stump, Kohli drives to long-off and brings his up fifty.",959,11,5,54.2978311478,0.0599735860402,0.0187551113333,0.106331905392,0.13675001788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097565
107,"No great celebration from Kohli, just lifts his bat to the crowd and the dressing room .",958,10,8,69.0212041058,0.106331905392,0.0553224107994,0.126144544049,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10811
108,"Afridi to Kohli, FOUR, and again!",957,6,3,20.3968003022,0.126144544049,0.13675001788,0.0,0.162532944265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18182
109,He's played that inside-out cover drive so well today.,956,8,3,36.2299343801,0.0,0.0,0.0,0.0895901075549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692
110,Once again those wrists come ino play.,955,5,3,41.6156675676,0.0,0.162532944265,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134575
111,"Too full from Afridi, Kohli nails the drive after leaning forward, the fielder in the deep had no chance .",954,13,9,82.8937145843,0.0,0.0895901075549,0.0891442533602,0.0316929231974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145605
112,"Afridi to Dhoni, 1 run, flighted delivery from Afridi, Dhoni drives it to long-offIt's 20 needed off 24 now.",953,18,6,71.3150647192,0.0891442533602,0.0,0.0,0.0322428512882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083335
113,The Indian captain looks relaxed out there .,952,5,3,34.4708004971,0.0,0.0316929231974,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07143
114,"Amir to Kohli, FOUR, wow!",951,7,1,20.9076203798,0.0,0.0322428512882,0.536617625912,0.131738099019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.09524
115,Just wow!,950,2,1,11.3400423166,0.536617625912,0.0,0.0,0.0973887311042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
116,What timing from Kohli.,949,3,2,18.5216016299,0.0,0.131738099019,0.0458955576238,0.1112832431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
117,"Full and in the slot, Kohli leans forward and places the drive through cover, he didn't try to hit it hard, just timed it so sweetly through extra-cover .",948,19,14,122.194467544,0.0458955576238,0.0973887311042,0.0478129990471,0.113639900005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13805
118,"Amir to Kohli, no run, ah beaten!",947,8,2,28.8834751404,0.0478129990471,0.1112832431,0.0,0.132155329465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086955
119,"Good length delivery wide outside off stump, pokes and plays a long way away from the body, he does that every now and then and luckily he didn't edge this .",946,19,15,125.407425134,0.0,0.113639900005,0.0726599797497,0.194827347115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08424
120,"Amir to Dhoni, 1 run, round the wicket, short of length delivery on the stumps, Dhoni works it through mid-wicket .",945,18,7,68.2934384653,0.0726599797497,0.132155329465,0.100058187973,0.358608605052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.188315
121,"Amir to Kohli, 1 run, he's so good in guiding the ball to third man and Pakistan will have to stop giving time and width outside off stump to Kohli .",944,21,13,110.502388519,0.100058187973,0.194827347115,0.237500743591,0.420180287298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14614
122,"Amir to Dhoni, 1 run, slower delivery just outside off stump, Dhoni tries to punch, goes off the inner half of the bat to long-on .",943,21,9,89.6180030668,0.237500743591,0.358608605052,0.348727371571,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125905
123,"Amir to Kohli, 1 run, slower delivery outside off stump, Kohli dabs it down to third manMohammad Amir [ .",942,18,5,67.5895969196,0.348727371571,0.420180287298,0.0,0.0305109322833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333
124,- .,941,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
125,-1] is back into the attackJust 28 needed off 30 balls.,940,9,4,49.775337136,0.0,0.0305109322833,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
126,"However, a couple a wickets could tighten things up.",939,8,3,43.1117767947,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.064515
127,.,938,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
128,"Afridi to Kohli, 1 run, a forward press and then a gentle nudge through mid-on.",937,12,6,50.3211660694,0.0,0.0,0.0185520382821,0.0830238426418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09375
129,Batting is so easy for this man and keeps strike .,936,6,5,44.7125381206,0.0185520382821,0.0,0.0102650447846,0.0560191304458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096775
130,"Afridi to Dhoni, 1 run, too full and on the off stump, Dhoni drives it crisply along the ground to long-offThe crowd goes ""Dhoni, Dhoni,"" as the Indian skipper gets ready to face .",935,29,12,126.819349906,0.0102650447846,0.0830238426418,0.162286553842,0.143375094356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10909
131,"Afridi to Kohli, 1 run, short enough for Kohli to rock back and punch to long-on .",934,14,5,51.9738905057,0.162286553842,0.0560191304458,0.321961848025,0.258876075845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106385
132,"Afridi to Kohli, no run, Kohli tries to run it down to third man, but the ball spins past the outside edge .",933,17,9,78.4848362995,0.321961848025,0.143375094356,0.303292698228,0.226972377116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131425
