,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
25,The guys really stood out.,863,4,2,24.4860240971,0.0268388889172,0.0150558965436,0.0122288394083,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133335
26,We take a lot of confidence from the first two wins and we need to win more to advance.,862,10,10,79.2407782521,0.0122288394083,0.0151688981566,0.0,0.121175318222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180875
27,"I like these conditions, makes me feel like a left-arm orthodox (smiles).",861,12,4,54.2023245383,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965
28,"We had to get off to a good start, our spinners brought us back into the game.",860,10,9,68.7711072764,0.0,0.121175318222,0.0,0.06297576147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2549
29,Australia never give up.,859,4,1,20.8527382994,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076925
30,Full credit to them and I am sure we'll see them later in the tournament.,858,8,9,65.9535950527,0.0,0.06297576147,0.081433811796,0.0739174186655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13668
31,We are off to a fantastic start.,857,3,5,24.9595967164,0.081433811796,0.0,0.100053150842,0.0178402154358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198715
32,We will work hard and focus on the next game.,856,6,5,43.9372021651,0.100053150842,0.0739174186655,0.0138007145864,0.0359496935216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16352
33,It's been great to be part of the tournament so far.,855,6,7,45.9999988149,0.0138007145864,0.0178402154358,0.082373926085,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16371
34,"""McClenaghan is the Man of the Match for his  .",854,5,6,31.4692269782,0.082373926085,0.0359496935216,0.0,0.0672765503015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140485
35,7.Australia's chase mimicked Khawaja's innings - a belligerent run-flow imploding rather gloriously into a near choke.,853,16,3,68.5911291265,0.0,0.0,0.0,0.0590993784875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11602
36,Marsh blossomed late but it was too short-lived to carry his team over.,852,7,7,53.3294830615,0.0,0.0672765503015,0.0122604316432,0.0421057081412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15263
37,"New ball leaked runs, propelling Australia to  .",851,8,1,31.7505805283,0.0122604316432,0.0590993784875,0.0591622955104,0.0166880488641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112745
38,"after 5 overs, but timing the old ball came at a price.",850,9,5,47.6316686915,0.0591622955104,0.0421057081412,0.101714145871,0.0131252516534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142855
39,Watson knew it when he holed out to mid-off and Santner worsened the plight by snaffling Smith soon after - akin to Rohit Sharma's stumping at Nagpur.,849,18,11,122.495080211,0.101714145871,0.0166880488641,0.0984141660653,0.0069232576668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233465
40,"Warner couldn't be the fragile middle order's saviour; he ironically was a part of it today and made matters worse when he overestimated Khawaja's agility, with the latter running himself out.",848,23,14,148.717771189,0.0984141660653,0.0131252516534,0.00632301482708,0.0206887964535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153135
41,"Maxwell huffed and puffed, surviving through French cuts but neither that nor Agar's promotion over Faulkner worked.",847,14,6,91.457834943,0.00632301482708,0.0069232576668,0.0155175840053,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11364
42,"Last few overs saw desperate slogs finding fielders and saw New Zealand overwhelm, yet again, to march nearer to that semifinal spot.The New Zealand fans in the stand are elated, while the players congratulate each other for their wonderful show.",846,29,15,202.280628227,0.0155175840053,0.0206887964535,0.112478492985,0.0407012760854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18655
43,"So twice in two games, New Zealand have defended low-scores .",845,9,3,43.4886389359,0.112478492985,0.0,0.0,0.153986523799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205555
44,"Corey Anderson to Zampa, 2 runs, that's it!",844,9,3,24.9023035467,0.0,0.0407012760854,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116015
45,New Zealand record their second successive win in the  .,843,7,3,43.5493602742,0.0,0.153986523799,0.0,0.00969606537405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229165
46,World T20.,842,3,0,11.5570912347,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
47,"Slower delivery outside off stump, chipped over extra-cover for a couple of runsAdam Zampa, right handed bat, comes to the crease .",841,18,7,79.0656062318,0.0,0.00969606537405,0.0132372843159,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19763
48,"Corey Anderson to Coulter-Nile, out Bowled!!",840,7,2,18.7118847527,0.0132372843159,0.0,0.0,0.1481580272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123165
49,New Zealand are sealing this.,839,4,2,23.0586184343,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29762
50,"Slower delivery outside off stump, with 11 needed from 2 balls, Coulter-Nile goes hard looking for a maximum, but drags it back onto the stumps.",838,21,8,97.4957057354,0.0,0.1481580272,0.193536888216,0.167546814027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145835
51,Coulter-Nile b Corey Anderson  .,837,5,0,7.92705228063,0.193536888216,0.0,0.865709971738,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099
52,")Corey Anderson to Coulter-Nile, THAT'S OUT!!",836,8,3,15.8871102773,0.865709971738,0.167546814027,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119485
53,Bowled!!,835,3,0,5.84531131367,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455
54,.,834,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,"Corey Anderson to Nevill, 1 run, slower delivery and it works for Anderson, Nevill mistimes it to long-on .",833,16,6,56.8443988254,0.0,0.0,0.284028868488,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20263
56,"Corey Anderson to Nevill, SIX, oh maybe, maybe this is not impossible!",832,12,4,55.5170084502,0.284028868488,0.0,0.0,0.050419184257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09677
57,What a blow first up.,831,3,3,20.4407157907,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07143
58,Anderson pays the price for bowling conventional stuff.,830,7,2,42.9664152628,0.0,0.050419184257,0.0174632742694,0.0131210750552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235
59,He had to take pace off the ball.,829,4,5,28.5704000841,0.0174632742694,0.0,0.269946700943,0.0406489053284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190735
60,"Full and down the leg-side, Nevill just flicks and pace on the ball helped his cause, Santner though tries to take a blinder at mid-wicket jumping high, but it evades him18 runs needed off 4 balls.",828,26,14,144.727062989,0.269946700943,0.0131210750552,0.0629869592964,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.182765
61,Looks next to impossible at the moment.,827,5,3,32.7736089321,0.0629869592964,0.0406489053284,0.0,0.0492784458067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11429
62,.,826,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
63,"Corey Anderson to Coulter-Nile, 1 run, Coulter-Nile makes room and swings hard, only to toe-end the lofted hit to long-offPeter Nevill, right handed bat, comes to the crease .",825,26,8,87.5825954747,0.0,0.0492784458067,0.150887614806,0.00989237042669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11395
64,"Corey Anderson to Faulkner, out Caught by Guptill!!",824,8,3,29.6208417042,0.150887614806,0.0,0.0761696729899,0.20178717938,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137935
65,Marty Guptill is a brilliant fielder and he doesn't miss many.,823,8,5,49.5190167477,0.0761696729899,0.00989237042669,0.0,0.0162893400348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195775
66,Corey Anderson follows the norm - take pace off the ball.,822,9,3,41.7141043363,0.0,0.20178717938,0.157508561089,0.0197201803418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1683
67,Faulkner tries to manufacture the pace and force this away over the boundary.,821,8,6,52.4676040475,0.157508561089,0.0162893400348,0.0388005355887,0.131494202574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.14706
68,"Doesn't connect the slog properly, Guptill at deep mid-wicket runs to his left, dives and takes an excellent catch.",820,16,7,82.8945209251,0.0388005355887,0.0197201803418,0.0808805892665,0.016165737148,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.18226
69,Faulkner c Guptill b Corey Anderson  .,819,7,0,15.6850492752,0.0808805892665,0.131494202574,0.728900184707,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095835
70,")Corey Anderson to Faulkner, THAT'S OUT!!",818,8,3,19.9647596733,0.728900184707,0.016165737148,0.0,0.667374558561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123165
71,Caught!,817,2,0,4.42392563274,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
72,!Corey Anderson [ .,816,5,0,7.92705228063,0.0,0.667374558561,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109885
73,- .,815,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
74,. ],814,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
75,is back into the attackA great penultimate over means Anderson has 18 runs to defend.,813,10,6,68.0899905266,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165255
76,Australia need  .,812,3,0,9.86541522405,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555
77,.,811,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
78,"McClenaghan to Faulkner, 1 run, McClenaghan won't offer any pace on the ball, short of length delivery outside off stump, Faulkner toe-ends the slap to short mid-wicketNathan Coulter-Nile, right handed bat, comes to the crease .",810,33,10,110.429051117,0.0,0.0,0.12831391707,0.0508280056128,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.125
79,"McClenaghan to Ashton Agar, out Caught by Ross Taylor!!",809,9,3,36.0179638418,0.12831391707,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16348
80,"In the airrrr, has he hit the gap?",808,5,5,32.2007826623,0.0,0.0508280056128,0.112252694469,0.0625006649485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186365
81,"No, he hasn't.",807,3,3,11.1008306932,0.112252694469,0.0,0.100376804808,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07143
82,McClenaghan roars as he picks up his third wicket.,806,6,4,41.5755512555,0.100376804808,0.0625006649485,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0825
83,What a penultimate over this is turning out to be.,805,3,8,37.9315168264,0.0,0.0,0.0,0.0914805768569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233765
84,Just 2 runs and 2 wickets in five balls.,804,7,3,31.2421207515,0.0,0.0,0.0,0.0124693697915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17361
85,This was actually not a great ball.,803,4,4,26.5125523833,0.0,0.0914805768569,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117645
86,"Slower delivery down the leg-side, Agar swung to the leg-side, went towards backward square leg, Taylor ran to his left and tumbled at the right time to take a good low catch.",802,25,11,118.516053564,0.0,0.0124693697915,0.134701369806,0.0834134097179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16183
87,Ashton Agar c Ross Taylor b McClenaghan  . ),801,9,0,22.0821714128,0.134701369806,0.0,0.517368151973,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.134575
88,"[6s-1]McClenaghan to Ashton Agar, THAT'S OUT!!",800,10,3,20.8959368524,0.517368151973,0.0834134097179,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12348
89,Caught!,799,2,0,4.42392563274,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
90,!20 needed off 8 balls.,798,6,1,21.4574131823,0.0,0.0,0.0,0.0616444306824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10238
91,.,797,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
92,"McClenaghan to Faulkner, 1 run, slower short of length delivery on the off stump, Faulkner tries to force it off the back foot, gets an inside edge that almost knocks the stumps out .",796,25,13,118.734541543,0.0,0.0616444306824,0.249817476299,0.144055864334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194895
93,"McClenaghan to Faulkner, no run, watch the ball James Faulkner, watch the ball.",795,13,4,49.252821085,0.249817476299,0.0,0.015601259703,0.194391639125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
94,"Slower delivery wide outside off stump, a wild swing across the line and he only connected with thin air .",794,14,7,81.8209809254,0.015601259703,0.144055864334,0.16345827914,0.0180780304304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15936
95,"McClenaghan to Ashton Agar, leg byes, 1 run, only a half-shout from the keeper for LBW, Agar moves across the stumps and tries to help this slower ball fine, the ball rolls off the pad.",793,28,13,126.659422926,0.16345827914,0.194391639125,0.0994675684585,0.0795080566579,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15433
96,"Was it going down the leg side?James Faulkner, right handed bat, comes to the crease .",792,14,6,62.086039404,0.0994675684585,0.0180780304304,0.0161543906863,0.0504469837499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14634
97,"McClenaghan to Mitchell Marsh, out Caught by Milne!!",791,8,3,29.8409995779,0.0161543906863,0.0795080566579,0.0,0.0760738384739,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111115
98,Big smile on the faces of the New Zealand players.,790,7,4,41.6284485841,0.0,0.0504469837499,0.0328383501549,0.0512425071051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180875
99,They've got the set batsman out.,789,5,3,26.4601343998,0.0328383501549,0.0760738384739,0.126667310608,0.0708476974844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117645
100,Marsh was key for Australia's success here and a new batsman will find it hard to get going straightaway.,788,13,8,81.5516061206,0.126667310608,0.0512425071051,0.0704433415707,0.0491287794253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176315
101,"Shortish slower delivery on the stumps, Marsh backs away and tries to muscle it out of the ground, but the ball hits him high on the bat and goes straight to long-on, who takes it just inside the rope.",787,24,19,146.0252757,0.0704433415707,0.0708476974844,0.0911059611215,0.0553494917802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16504
102,Great beginning to the over for the Black Caps.,786,5,5,36.9470093208,0.0911059611215,0.0491287794253,0.0,0.0200945523424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15935
103,Mitchell Marsh c Milne b McClenaghan  .,785,7,0,15.9052071489,0.0,0.0553494917802,0.527778887485,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058825
104,"3) [6s-2]McClenaghan to Mitchell Marsh, THAT'S OUT!!",784,12,3,19.3698805489,0.527778887485,0.0200945523424,0.0,0.537958548031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13158
105,Caught!,783,2,0,4.42392563274,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
106,!Mitchell McClenaghan [ .,782,5,0,7.85270759407,0.0,0.537958548031,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102385
107,- .,781,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
108,. ],780,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
109,"is back into the attackIsh Sodhi ends,  .",779,6,3,29.5420898701,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17752
110,- .,778,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
111,.,777,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
112,22 needed off 12 balls.,776,5,1,28.1500223564,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171425
113,Change of gloves for Agar.,775,4,2,22.9412304734,0.0,0.0,0.0648674693247,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09007
114,"Big over for McClenaghan, can't afford to give more than  .",774,8,5,42.270095365,0.0648674693247,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126315
115,runs.,773,2,0,4.32548555993,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052635
116,.,772,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
117,"Ish Sodhi to Mitchell Marsh, 1 run, very full and outside off stump, Marsh drives it wide of long-off .",771,17,6,60.6453161648,0.0,0.0,0.204550969872,0.116626282141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10204
118,"Ish Sodhi to Ashton Agar, 1 run, a rare fumble from Guptill and Australia get a run.",770,15,5,55.513620239,0.204550969872,0.0,0.211016174918,0.203309988634,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15917
119,"Short ball once again to the left-hander from Sodhi, Agar cuts it to cover, where the fielder misfields and allows a run .",769,14,11,77.8240536261,0.211016174918,0.116626282141,0.123648625566,0.104273126351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143375
120,"Ish Sodhi to Mitchell Marsh, 1 run, very full and outside off stump, Marsh drives along the ground to long-off .",768,18,6,64.936752301,0.123648625566,0.203309988634,0.489564063138,0.215516648412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14405
121,"Ish Sodhi to Mitchell Marsh, no run, spinning away outside off stump, Marsh tries to square-drive and he gets beaten .",767,18,6,69.4130618183,0.489564063138,0.104273126351,0.26202976407,0.317642141811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176315
122,"Ish Sodhi to Ashton Agar, 1 run, looks like Sodhi is only going to bowl googlies to Agar, but he has to bowl fuller to trouble the batsman, short and cut away square of the wicket on the off-side .",766,28,16,147.074088741,0.26202976407,0.215516648412,0.183242347442,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.15942
123,"Ish Sodhi to Mitchell Marsh, 1 run, very full, Marsh drills it to long-onThat was not a good back-up over from Santner, after Sodhi bowled a 1-run over.",765,21,12,85.5653167398,0.183242347442,0.317642141811,0.0,0.0520068160739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18432
124,.,764,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
125,"Santner to Ashton Agar, SIX, promoted ahead of Faulkner and Agar does some justice to the captain's call.",763,15,7,82.0067502352,0.0,0.0520068160739,0.0436076626827,0.148289224512,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.13158
126,Santner's figures have been spoiled by these two sixes.,762,7,4,48.3192089086,0.0436076626827,0.0,0.0,0.0571764118229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.133045
127,"Flighted delivery on the stumps, Agar steps out, gets to the pitch of the ball and goes back over the bowler's head and finds the sightscreen .",761,18,12,95.8209146624,0.0,0.148289224512,0.0907716411165,0.0461217061693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2156
128,"Santner to Mitchell Marsh, 1 run, sensibly Marsh taps it to point and gets off strike .",760,14,5,56.094628866,0.0907716411165,0.0571764118229,0.201686314572,0.198409772148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14286
129,"Santner to Mitchell Marsh, SIX, New Zealand can't relax until this man is at the crease.",759,14,6,62.3147962335,0.201686314572,0.0461217061693,0.0912767004108,0.185578830451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.163705
130,"Santner bowls it too full and allows the batsman to get under it, Marsh tonks it over long-on and easily clears the boundary .",758,14,11,91.2673846402,0.0912767004108,0.198409772148,0.11228804663,0.107663226518,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.16414
