,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
43,.,767,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
44,"might have been reckoned enough, and it proved to be, but this chase did threaten.",766,9,9,70.0059561604,0.0,0.0944209659908,0.0387509105925,0.011304615283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108695
45,"Pakistan, for a change, turned up with the bat but alas in baby installments.",765,10,7,60.1026402893,0.0387509105925,0.0,0.00973054118343,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17241
46,The first one was Sharjeel's 25-ball typhoon housing 9 fours and a six.,764,11,4,46.9182926391,0.00973054118343,0.011304615283,0.0133765905509,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.161665
47,And ounces of intent so often seen missing.,763,6,3,43.3742725531,0.0133765905509,0.0,0.0157283923194,0.0105240911984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
48,"A grassy pitch, while replaying for all of Eden Gardens' woes did usher a second installment - Afridi assaulted but fizzled out all too quickly to an economical Sodhi.",762,19,13,138.764416211,0.0157283923194,0.0,0.00446454445402,0.0803245056605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089285
49,Sharjeel's wicket dried the runs up and Pakistan found themselves back to square one - needing the run rate that was initially the prerequisite.,761,17,9,97.122057417,0.00446454445402,0.0105240911984,0.039355216628,0.0780172969702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.22549
50,Santner quashed the pitch tonight to figures of  .,760,6,3,35.0432361649,0.039355216628,0.0803245056605,0.0478830225984,0.00801190526196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12879
51,9 while Milne bulldozed to a back-breaking wicket-tally of two.,759,7,4,25.6949246278,0.0478830225984,0.0780172969702,0.00691646703964,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.125
52,"An erratic Pakistan, on a good-ish day, too has failed to stop this Kiwi motorcade and New Zealand now find themselves snug in that semifinal spot.",758,17,12,120.980534419,0.00691646703964,0.00801190526196,0.0,0.0141961713524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17672
53,What form.,757,2,1,12.0667961701,0.0,0.0,0.165874820504,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
54,What optimism.Afridi and his gang walk out to line up for handshakes.,756,6,7,49.2581895897,0.165874820504,0.0141961713524,0.0524718851343,0.0438829761849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12121
55,Afridi looks surprisingly jaunty.,755,5,0,23.2761421084,0.0524718851343,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047615
56,"He's flashing a big smile, trying his best to masquerade all the hurt.",754,10,6,61.2576782856,0.0,0.0438829761849,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20588
57,Good on him.,753,2,2,11.9001767173,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05556
58,New Zealand have been clinical once again while defending a target.,752,6,6,54.2199197984,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182255
59,Their Beige kit is working wonders.,751,5,2,35.771867626,0.0,0.0,0.0,0.0318654761327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.055555
60,.,750,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
61,"Milne to Sarfraz, 1 run, this one ball is the microcosm of the latter half of the innings.",749,13,8,63.9052722686,0.0,0.0318654761327,0.0119407558926,0.0675121885613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188315
62,"Full toss, and it's been smeared straight to deep mid-wicket.",748,9,4,34.9897292146,0.0119407558926,0.0,0.014112117639,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.234925
63,New Zealand register a hat-trick of wins and have qualified for the semi-final.,747,8,6,42.3439615483,0.014112117639,0.0675121885613,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222505
64,Bravo!,746,2,0,7.0063531596,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
65,.,745,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
66,"Milne to Shoaib Malik, 1 run, it's too full to be getting any elevation on it, drilled to long-on .",744,15,9,68.3481950028,0.0,0.0,0.163462339375,0.243142652842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128605
67,"Milne to Shoaib Malik, 2 runs, another slower short of length delivery, only wider outside off this time, slapped square of the wicket for a couple .",743,22,9,97.0543120197,0.163462339375,0.0,0.39488599266,0.0901022041224,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.167375
68,"Milne to Shoaib Malik, no run, slower short of length delivery just outside off, sticks in the pitch and sneaks under Malik's whooshing pull on the bounce to the keeper .",742,22,13,116.778874897,0.39488599266,0.243142652842,0.10591152911,0.0578175595721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178495
69,"Milne to Sarfraz, 1 run, that's a very high full toss as Milne tries to follow Sarfraz as he moves to leg.",741,17,9,81.1493775297,0.10591152911,0.0901022041224,0.0378501841355,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.11741
70,He swings at it and can only slice it into the off-side.,740,4,9,41.2228459561,0.0378501841355,0.0578175595721,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285
71,Surely a no-ball.,739,3,1,7.0063531596,0.0,0.0,0.0,0.394457410854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
72,What?,738,1,1,5.06044301055,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
73,Not a no-ball?,737,2,2,4.80912858227,0.0,0.394457410854,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
74,"Ha, even the umpires are trolling Pakistan .",736,7,2,36.7938181523,0.0,0.0,0.0195831388381,0.0192660166205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105265
75,"Milne to Sarfraz, 2 runs, there's the couple.",735,9,3,26.4089903743,0.0195831388381,0.0,0.0267309519149,0.0967840613276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135135
76,Now for the tough part.,734,3,3,22.4083411616,0.0267309519149,0.0192660166205,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123475
77,"Full toss which takes Sarfraz by surprise, he still slogs and limply hits it in front of long-onPakistan need 5 sixes.",733,16,7,92.1625822753,0.0,0.0967840613276,0.185997383232,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.119045
78,Or 4 sixes and a four and a couple.,732,5,5,25.63230061,0.185997383232,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.109655
79,.,731,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
80,"McClenaghan to Sarfraz, 1 run, length ball, come on slog it out of the park.",730,13,6,52.0351318237,0.0,0.0,0.0,0.0515712436994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133335
81,No.,729,1,1,3.28065973237,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062505
82,He buries it along the carpet to deep mid-wicket .,728,6,4,33.8733807587,0.0,0.0515712436994,0.0392787471159,0.0729460165708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.24787
83,"McClenaghan to Sarfraz, 2 runs, whips a full toss to the left of Sodhi at fine leg.",727,14,6,57.0871382756,0.0392787471159,0.0,0.0256631928308,0.302769509822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.155555
84,He skates across and puts in a dive to stop .,726,6,5,40.2212399261,0.0256631928308,0.0729460165708,0.0509737558241,0.0865731311401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16348
85,"McClenaghan to Sarfraz, 2 runs, slower bouncer following Sarfraz as he backs away, Sarfraz has to wait for an eternity.",725,17,7,88.5224683657,0.0509737558241,0.302769509822,0.0510553613005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
86,He is still waiting.,724,3,2,18.6833863256,0.0510553613005,0.0865731311401,0.528549093579,0.079551804038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076925
87,Still.,723,2,0,5.21459369037,0.528549093579,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043475
88,And he can only flap it off a thick top edge behind square.,722,7,7,51.8758389694,0.0,0.079551804038,0.039417129761,0.0377683967317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08745
89,Timed it so bad that the fielder couldn't reach it in time .,721,8,6,53.1661105391,0.039417129761,0.0,0.0,0.0103241994798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163705
90,"McClenaghan to Shoaib Malik, 1 run, shuffles to off, and picks a full ball down to fine leg with a wristy flick .",720,17,9,75.2763696805,0.0,0.0377683967317,0.265671112885,0.0856186814864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12
91,"McClenaghan to Shoaib Malik, 2 runs, full toss on the legs, and is softly flicked behind square.",719,16,5,65.8395625841,0.265671112885,0.0103241994798,0.126511421967,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.11111
92,It's between two fielders and Malik is back for two.,718,7,5,39.1038392034,0.126511421967,0.0856186814864,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09091
93,Pakistan look beaten.,717,4,0,16.1419555773,0.0,0.0,0.325787008533,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
94,Their soul looks beaten .,716,4,1,23.8132850405,0.325787008533,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333
95,"McClenaghan to Sarfraz, 1 run, short ball and it's been pulled brutally, and as has been the story all night, straight to the man in the deep.",715,19,14,99.1476082405,0.0,0.0,0.0420297848561,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23907
96,"Deep mid-wicket keeps them to a singleAn exciting, pulsating contest is being turned into a..Into a..Into a wet hankie.",714,14,7,77.0922857093,0.0420297848561,0.0,0.0,0.0452208903028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.12419
97,39 needed from 2 overs now .,713,5,2,27.2045248963,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04762
98,"Milne to Sarfraz, 1 run, it's short of length and only slightly wide outside off, Sarfraz is cramped for room and is restricted to a dab to backward point .",712,21,13,101.259103402,0.0,0.0452208903028,0.125690287138,0.0262298837104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12069
99,"Milne to Shoaib Malik, 1 run, squeezes a yorker into the off-side.",711,11,4,35.501997371,0.125690287138,0.0,0.0300683200114,0.142028289235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13793
100,"Brilliant bowlingSarfraz Ahmed, right handed bat, comes to the crease .",710,11,2,43.3259517842,0.0300683200114,0.0262298837104,0.0199437850616,0.0104855347906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11765
101,"Milne to U Akmal, out Caught by Guptill!!",709,8,3,25.8741301905,0.0199437850616,0.142028289235,0.0960433189477,0.0994438661058,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
102,"After a labourous innings, Akmal has perished off a full toss to signal doom for Pakistan.",708,11,7,67.7423984213,0.0960433189477,0.0104855347906,0.00941026719443,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16352
103,Tries to slog it hard but miscues and holes out at long-on.,707,7,6,47.5187062895,0.00941026719443,0.0994438661058,0.0900167103602,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15132
104,Couldn't get going at all.,706,5,2,24.2575080289,0.0900167103602,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083335
105,Milne punches the air in ecstasy.,705,5,2,27.2554375462,0.0,0.0,0.215050287383,0.179651655565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095235
106,U Akmal c Guptill b Milne  .,704,7,0,11.1855652981,0.215050287383,0.0,0.641007179787,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555
107,"6)Milne to U Akmal, THAT'S OUT!!",703,9,3,16.8567310197,0.641007179787,0.179651655565,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
108,Caught!!,702,3,0,4.755061361,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
109,.,701,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
110,"Milne to U Akmal, no run, swishes hard at a short of length delivery, tries to pull it from outside off, but doesn't connect.",700,19,11,86.3707739666,0.0,0.0,0.0,0.163114250471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09434
111,More frustration .,699,2,1,12.0667961701,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037035
112,"Milne to U Akmal, 2 runs, high full toss, but it's not high enough according to the umpire.",698,17,6,66.586025719,0.0,0.163114250471,0.0873802932553,0.173240773461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.112745
113,Akmal swings it from around the waist and drags it wide of long-on for a couple .,697,9,8,55.0816307698,0.0873802932553,0.0,0.110423132548,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15659
114,"Milne to Shoaib Malik, 1 run, a pacy overpitched delivery wide of off, Malik slices it fiercely but again it's not going past deep coverAdam Milne [ .",696,23,9,107.738018207,0.110423132548,0.173240773461,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10909
115,- .,695,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
116,. ],694,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
117,is back into the attackIt's slipping away from Pakistan.,693,7,4,38.3147472935,0.0,0.0,0.0891824987158,0.0534033310374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136365
118,44 now required from 3 overs.,692,5,2,27.4922069687,0.0891824987158,0.0,0.293787871877,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14286
119,One mammoth over is required.,691,4,2,25.269006905,0.293787871877,0.0534033310374,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07143
120,.,690,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
121,"McClenaghan to U Akmal, 2 runs, the boundaries aren't coming.",689,11,3,31.9593639735,0.0,0.0,0.427780405099,0.101414441167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111
122,Just aren't.,688,2,2,8.61454361769,0.427780405099,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04762
123,Very canny death bowling from McClenaghan.,687,5,2,32.8563323931,0.0,0.101414441167,0.0444534974891,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07143
124,"Slower bouncer cutting away from off, Akmal has to hold his swing and then he can only slice it off a thick top edge due to the extra-bounce.",686,15,15,111.677219662,0.0444534974891,0.0,0.0349908834686,0.0476638770898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102285
125,Lands safely to the right and in front of deep mid-wicket .,685,7,5,38.4036494007,0.0349908834686,0.0,0.046312701652,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23354
126,"McClenaghan to Shoaib Malik, 1 run, short and wide once more and it's been spanked.",684,12,7,54.2185189262,0.046312701652,0.0476638770898,0.28724025649,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106385
127,Absolutely spanked.,683,3,0,13.6072412111,0.28724025649,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
128,But the square boundaries are so long here.,682,4,5,34.1676930975,0.0,0.0,0.0,0.00882745649879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099
129,And it's straight to sweeper cover anyway .,681,6,3,26.9602111004,0.0,0.0,0.0560958166044,0.0148417736351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
130,"McClenaghan to Shoaib Malik, 2 runs, he's sliced a short and wide delivery with a forehanded waft and some brilliant work from Santner flitting across from third man and putting in the dive to stop .",680,25,14,140.822719235,0.0560958166044,0.00882745649879,0.22766218561,0.186501522648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138545
131,"McClenaghan to Shoaib Malik, no run, he's broken through Malik with sheer pace.",679,12,5,56.1560024433,0.22766218561,0.0148417736351,0.208591216765,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
132,Malik looked like he expected a slower ball as he shaped to dab to third man.,678,11,6,67.7552032175,0.208591216765,0.186501522648,0.0,0.0837512105299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083335
133,It just skidded on and whirred under his angled bat .,677,5,6,43.9953338527,0.0,0.0,0.20382884192,0.0657231390122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08108
134,"McClenaghan to U Akmal, 1 run, it's a full toss but he's angled it well wide of off, Akmal can only drive it off the bottom of the bat to deep cover .",676,22,16,102.873727238,0.20382884192,0.0837512105299,0.23674933514,0.0322777796697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.13619
