,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
21,He hasn't been batting well of late but I felt today might be his day.,853,9,8,68.0356751815,0.0,0.0,0.0733360184262,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
22,He absolutely took control of the Powerplay.,852,5,3,33.4467294497,0.0733360184262,0.0,0.0196202647245,0.062431914087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10989
23,Gave us the momentum.,851,4,1,20.4779929767,0.0196202647245,0.0,0.0,0.0237109432244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
24,We are aware of all that's been said of our team.,850,5,8,51.9444094039,0.0,0.062431914087,0.0978792945125,0.0722261106986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06522
25,Just need to focus on what we have in the dressing room and the belief we have amongst ourselves.,849,7,13,84.0556539091,0.0978792945125,0.0237109432244,0.186117545356,0.176746857595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116155
26,We just want to enjoy and continue to entertain.,848,5,5,40.9805294561,0.186117545356,0.0722261106986,0.131846892065,0.167886301198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
27,We're in it to win it.,847,3,5,20.2229907423,0.131846892065,0.176746857595,0.251919842192,0.162485444706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
28,Going to be difficult but we believe we can do it.,846,4,8,49.1128944126,0.251919842192,0.167886301198,0.170040613208,0.0243461854941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
29,"""Morgan: ""It was a competitive score, if we had got  .",845,9,6,43.395434498,0.170040613208,0.162485444706,0.19749043614,0.084828140472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
30,", it would have been a match winning score.",844,6,4,33.8978917235,0.19749043614,0.0243461854941,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
31,We never really took the game away from them.,843,6,4,42.2263863282,0.0,0.084828140472,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
32,They bowled well to restrict us.,842,5,2,28.5063956929,0.0,0.0,0.0177413853308,0.204072924815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
33,"Once Gayle goes like that, it's hard to stop him.",841,8,5,40.6016726962,0.0177413853308,0.0,0.0290566713302,0.162981408558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075
34,Their bowlers mixed it up well and didn't allow us to get going on what was a good batting surface.,840,12,10,88.6438470393,0.0290566713302,0.204072924815,0.0613855797946,0.0586468273182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14405
35,"""Gayle: ""Honestly, it's good skills (smiles, when asked how he manages to hit the ball so hard).",839,19,7,80.0192993426,0.0613855797946,0.162981408558,0.0698802696989,0.0817088528532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15833
36,"The preparation has been really, really good.",838,6,3,32.6839417415,0.0698802696989,0.0586468273182,0.0780633660167,0.0149233747932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06383
37,It was a good wicket to bat on and we were chasing a decent total.,837,7,9,53.9297227978,0.0780633660167,0.0817088528532,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1683
38,The dew played its part as well.,836,5,3,33.1670346019,0.0,0.0149233747932,0.0106496181844,0.0130845556191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
39,I didn't lose my composure even though I didn't get much strike at the start.,835,11,7,69.216310331,0.0106496181844,0.0,0.168078955241,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07923
40,I am happy that I finished the game and didn't leave it to anyone.,834,7,9,54.497305693,0.168078955241,0.0130845556191,0.021956405421,0.0173626585222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12419
41,I was focused and pumped as well.,833,4,4,27.7100946058,0.021956405421,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060605
42,"Just before I went to bat, Sulieman Benn said ""Chris you got to entertain me.""",832,12,7,69.5119136565,0.0,0.0173626585222,0.276205220006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1683
43,So Sulieman gave me that spark.,831,4,3,34.6890238298,0.276205220006,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315
44,He's my drinking partner as well (smiles).,830,8,3,37.6293710026,0.0,0.0,0.101123055317,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04762
45,England batted well to get a good start.,829,7,2,30.7965039146,0.101123055317,0.0,0.0,0.302578484825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137935
46,We have played here before in the IPL.,828,3,6,36.2392827521,0.0,0.0,0.0,0.138175695095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09643
47,It's a good wicket to bat second as well.,827,7,4,29.3874630156,0.0,0.302578484825,0.0,0.190049668058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.13126
48,We didn't panic.,826,3,2,16.9699906121,0.0,0.138175695095,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080405
49,"I am looking forward to playing in Bangalore, my hometown, as well.",825,9,6,55.6593916689,0.0,0.190049668058,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078945
50,"The celebration (after the hundred) was all about DJ Bravo, champion.",824,9,6,51.8815453202,0.0,0.0,0.206544729683,0.0240282301358,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.158335
51,He launched his song Champion.,823,4,2,27.3277659431,0.206544729683,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263
52,That's going to be the World Cup anthem for us.,822,7,5,43.0110003762,0.0,0.0240282301358,0.0124213385277,0.0739357206694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203475
53,"We've got to dance together as well (smiles).""",821,10,3,39.6105627189,0.0124213385277,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
54,Did you miss that?,820,2,3,20.53415546,0.0,0.0739357206694,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022725
55,Too bad.,819,2,1,11.3312244767,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
56,The sheer brutality of the carnage was a sight to behold.,818,6,6,46.4873651252,0.0,0.0,0.0140439374124,0.0201980748642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156255
57,England were ragged to death.,817,4,2,25.7614675233,0.0140439374124,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131255
58,"At the halfway mark, they would have settled for a decent-looking  .",816,7,6,42.4761700195,0.0,0.0201980748642,0.0,0.0773601850303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13853
59,.,815,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
60,Little did they know what was to follow.,814,4,5,40.1612734826,0.0,0.0773601850303,0.0462767336111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965
61,"Gayle took his time early, rather he was denied the strike by a rampaging Marlon Samuels.",813,12,6,71.8143229539,0.0462767336111,0.0,0.0996487583941,0.0402987269498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18541
62,"But then when he perished, Gayle began opening his shoulders.",812,7,5,52.5661094555,0.0996487583941,0.0,0.045252175954,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04762
63,"Once he did, England didn't have too many answers.",811,6,6,45.8238233079,0.045252175954,0.0402987269498,0.0,0.163522830706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06926
64,Of course the dew compounded miseries as the leather became nothing more than a bar of soap.,810,10,8,86.2257799334,0.0,0.0,0.015650226504,0.014719553462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285
65,"In the process, there were many records shattered.",809,6,4,42.4546748568,0.015650226504,0.163522830706,0.0410319725172,0.00801337273569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145245
66,He trumped McCullum to become the leading six-hitter in T20Is.,808,7,4,41.2445735629,0.0410319725172,0.014719553462,0.0150124587853,0.0135650062812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16
67,"The fastest WT20 ton was registered (off 47 balls), and Gayle simply had everyone dancing to his tune.",807,15,7,90.4526393281,0.0150124587853,0.00801337273569,0.0100579719761,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.117645
68,"The bowling, well, let's just leave it.",806,8,3,31.3009630997,0.0100579719761,0.0135650062812,0.0,0.148516219355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09524
69,Doesn't matter.,805,3,1,12.2548953159,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041665
70,"On a scale of 1 to Finn bowling to McCullum, Gayle's knock borders on the latter end.",804,13,7,66.533707864,0.0,0.148516219355,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12959
71,And that is quite an achievement.,803,3,4,26.5782104504,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074075
72,.,802,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
73,"Topley to A Russell, 1 run, not like this.",801,8,4,25.8614354727,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10345
74,No way.,800,2,1,8.06299842044,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057145
75,Oh such a shame.,799,3,2,19.4548972619,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
76,"After that amazing display of six-hitting from Gayle, Russell finishes it with a botched pull stroke, chopped it off the bottom edge behind square.",798,17,10,102.077455745,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.105265
77,"Anyway, West Indies win.",797,6,0,22.468089418,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184315
78,And England are finding themselves a graveReece Topley [ .,796,6,4,36.1269289292,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105265
79,- .,795,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
80,. ],794,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
81,is back into the attackPhew!,793,3,3,19.0812399085,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11859
82,This has been a lot to take.,792,3,5,25.8101799494,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112745
83,Finish it now.,791,2,2,13.8540092104,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
84,Just one needed .,790,3,1,14.6126806194,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
85,"Stokes to Gayle, no run, speared into the blockhole, squeezed to mid-wicket .",789,11,5,42.341676679,0.0,0.0,0.156880711677,0.122308978826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.119485
86,"Stokes to A Russell, 1 run, full length on middle, drilled down to long-on .",788,13,5,37.9794043006,0.156880711677,0.0,0.215951133534,0.0625549934499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13668
87,"Stokes to A Russell, wide, that's a shocking ball.",787,9,4,27.1196599512,0.215951133534,0.122308978826,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133335
88,"On any other day, it would have drawn a lot of brouhaha.",786,7,7,53.9930183251,0.0,0.0625549934499,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082505
89,Not today.,785,2,1,11.0509225115,0.0,0.0,0.186398632762,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050005
90,Not after all we've seen.,784,3,4,24.2674951484,0.186398632762,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04167
91,Way way down leg .,783,4,1,16.9745781562,0.0,0.0,0.0,0.0475115774842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03846
92,"Stokes to A Russell, 2 runs, short ball angled in towards Russell to follow him, gets slightly cramped and flaps the pull through mid-wicket, wide of the deep fielder .",782,24,10,106.209846959,0.0,0.0,0.230283289654,0.0476717292141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.159775
93,"Stokes to A Russell, no run, another brilliantly disguised slower ball, the shortish length makes Russell want to swing to leg, sticks in the pitch and he is through with the shot too early.",781,24,15,129.7769279,0.230283289654,0.0475115774842,0.0661361202359,0.257330864621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1651
94,Dribbles away to the keeper .,780,4,2,20.6291063595,0.0661361202359,0.0476717292141,0.041842737178,0.046914561524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13457
95,"Stokes to A Russell, no run, and with all the windfall Gayle is enjoying, Russell has forgot about the free-hit.",779,13,11,69.2433459347,0.041842737178,0.257330864621,0.130120061067,0.237587327709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14886
96,Tries to nudge a slower back of a length through leg but is hit on the flap of the pad .,778,10,11,68.8027314774,0.130120061067,0.046914561524,0.0639127884905,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18628
97,"Stokes to A Russell, no ball, FOUR, high full toss outside off, and it's been slashed with all the sympathy of an executioner.",777,17,12,87.7073128289,0.0639127884905,0.237587327709,0.0278431341429,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.17881
98,Flays it over point.,776,3,2,18.1114536454,0.0278431341429,0.0,0.0,0.0681529818022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06061
99,Free-hit coming up .,775,3,1,9.88777170174,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070905
100,"Stokes to Gayle, 1 run, there it is.",774,7,4,20.9280706516,0.0,0.0681529818022,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11765
101,"Takes off the helmet, goes down on the knees and holds his arms aloft.",773,9,7,62.0549604843,0.0,0.0,0.0345403711039,0.031774299207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
102,Hundred off just 47 balls.,772,4,2,26.2338521752,0.0345403711039,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.052635
103,It's the fastest in WT20s.,771,4,3,19.9807884592,0.0,0.031774299207,0.0435754936686,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126315
104,There is a pre-planned celebration from all players in the dugout and Gayle follows suit punching both hands forward and reeling them back.,770,13,11,99.5288887067,0.0435754936686,0.0,0.0,0.0420164564357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140835
105,More like a yoga exercise.,769,4,2,24.0803803995,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
106,"Full ball on middle, he opens the bat-face and slices it in front of short third manBen Stokes [ .",768,14,7,67.3938707597,0.0,0.0420164564357,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116155
107,- .,767,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
108,. ],766,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
109,is back into the attackThe match is a formality.,765,5,5,34.7294746806,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135715
110,There's more interest in Gayle's ton now.,764,6,4,33.4335798241,0.0,0.0,0.0485410639845,0.0330186995681,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08571
111,Lots of roaring in anticipation .,763,4,2,26.7922477067,0.0485410639845,0.0,0.0,0.043527343039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09643
112,"Jordan to A Russell, no run, taps a length ball back past the stumps at the other end and refuses the single to leave Gayle on strike next over .",762,19,13,106.757667972,0.0,0.0330186995681,0.255167672654,0.121069754001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210215
113,"Jordan to A Russell, no run, goes groping after a short of length delivery well wide of off, played well away from the body, didn't cover the angle and the ball skirts past the edge .",761,26,15,128.372555641,0.255167672654,0.043527343039,0.05623152711,0.079022249386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17227
114,"Jordan to Gayle, 1 run, oooh, this is a pacy high full toss on leg, Gayle is taken aback and can only work it through mid-wicket .",760,20,11,96.0370763488,0.05623152711,0.121069754001,0.253067670476,0.0802208074045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.105075
115,"Jordan to Gayle, no run, a deafening hush descends as Gayle misses out on a low full toss.",759,14,7,69.4304603142,0.253067670476,0.079022249386,0.0727343778717,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.117645
116,The ton is playing on his mind as he just tried to push it into the off-side.,758,7,11,63.7583438263,0.0727343778717,0.0802208074045,0.0,0.0537639131334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.176315
117,Any time else and that axe of a bat would have come down hard .,757,8,7,59.3039036983,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285
118,"Jordan to A Russell, 1 run, slices a low full toss to sweeper cover to hand it back to Gayle.",756,16,7,61.8989468772,0.0,0.0537639131334,0.0,0.382604146814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1232
119,Crowd goes up .,755,3,1,14.7099651335,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041665
120,"Jordan to Gayle, 1 run, full toss around off, blasted to deep point .",754,14,3,45.3870976952,0.0,0.382604146814,0.119724607777,0.0779602660956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.119485
121,"Willey to Gayle, 1 run, slower length ball on the pads, clipped through mid-wicket to keep strike .",753,16,5,56.9616201205,0.119724607777,0.0,0.150783728086,0.00848197928078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.162035
122,"Willey to Gayle, SIX, the serial killing continues.",752,9,2,36.4939272824,0.150783728086,0.0779602660956,0.0100103156912,0.0443103260854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1
123,"If this wasn't cricket, the England government would have taken offence and declared war.",751,11,6,69.3503850115,0.0100103156912,0.00848197928078,0.0202737309603,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09091
124,"Short of length delivery which climbs up as much as tummy height, Gayle transfers his weight on the back foot and mauls the pull over deep mid-wicket.",750,18,11,113.617741003,0.0202737309603,0.0443103260854,0.0,0.0431237663799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.214015
125,A hit away from a ton .,749,4,3,18.938716843,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.076925
126,"Willey to Gayle, no run, hurtles in a bouncer to force Gayle into evasive action.",748,12,6,60.3279300453,0.0,0.0431237663799,0.0413245908792,0.122576556853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111115
127,Ducks underneath in time .,747,4,1,20.6747286674,0.0413245908792,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555
128,"Willey to Gayle, SIX, swats the full toss off the inside half of the bat, and it still goes all the way.",746,16,10,79.2665421359,0.0,0.122576556853,0.1275326192,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.196875
129,Second baby six of the night over a leaping deep mid-wicket.,745,8,4,42.4825145931,0.1275326192,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.14083
130,England are crying .,744,3,1,15.5036535433,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04762
131,"Willey to Gayle, FOUR, what do you do?",743,6,5,33.4341677165,0.0,0.0,0.0705642915319,0.127872561788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.066665
132,"Willey goes full outside off, misses the yorker by a bit and is blazed through extra-cover.",742,11,7,58.2810508945,0.0705642915319,0.0,0.01101683854,0.0859798858271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157895
133,Reached the fence before you could blink .,741,5,3,38.1946194543,0.01101683854,0.127872561788,0.0137849233909,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10989
134,"Willey to A Russell, 1 run, Stokes does well at long-on, finds a full toss smoked to the left of him, skirts across the boundary and then flicks it back in after realizing his momentum would take him over.",740,26,18,149.155559428,0.0137849233909,0.0859798858271,0.108091087246,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.19516
135,"Meanwhile, Gayle and Russell walk a single opting to admire Stokes's effortDavid Willey [ .",739,14,3,57.9130053393,0.108091087246,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09375
