,time,text
14,11.45am,"Ambos equipos ya calientan sobre el terreno de juego de El Sadar. ¡Vamos, rojillos! #OsasunaBarça 💪🏻⚽️ pic.twitter.com/0LctDLEr0H— CA OSASUNA (@CAOsasuna) December 10, 2016 "
15,11.48am,"It is not as if Osasuna have a strong home record to rely upon – they have only won one of their last 14 La Liga matches in this stadium, suffering eight defeats in the process. Meanwhile, they have only scored four times on home soil this term, which is the lowest return in the division. All the statistics point to a very difficult afternoon for the strugglers, but we could be in for a surprise!"
16,11.52am,"1 - Osasuna have won just one of their last ten league games against Barcelona (D2 L7), failing to score in six of them. Tether.— OptaJose (@OptaJose) December 10, 2016 "
17,11.55am,"A reminder of the two teams this afternoon...OSASUNA: Perez; Oier, Flano, Marquez, Clerc; Alex, Causic, Torres, De las Cuevas; Riera, LeonBARCA: Ter Stegen; Roberto, Umtiti, Pique, Alba; Busquets, Gomes, Iniesta; Turan, Suarez, Messi"
18,11.58am,"Here we go then - the pre-match handshakes have been undertaken and the flags have been exchanged. Victory for Barcelona would move them to within three points of league leaders Real Madrid, while a win for Osasuna would move them to within two points of safety. Stay tuned!"
19,0 min,KICKOFF! Barcelona kick things off in Pamplona...
20,2 min,"... not quite a full house inside the stadium, but there is a good atmosphere and the home supporters will want to see effort and application from their side. As expected, Barcelona have taken control of the possession in the early moments as they pass and probe in the final third."
21,4 min,"Osasuna could make this an uncomfortable afternoon for Barcelona, but they have to hold out for the opening 10, 15 minutes. Sergio Leon has just had the chance to race away down the right for the home side, but Pique was across to make a super challenge. Serious pace from Pique there!"
22,6 min,"The opening six minutes has been just as expected - Barcelona in control of the possession and Osasuna sitting deep and attempting to play on the counter-attack. Nothing much to report in terms of opportunities in the early moments, but Osasuna are having to put some serious work in."
23,8 min,"Only Riera is ahead of the ball for Osasuna at the moment, which is an indication of what type of match is occurring in Pamplona. Barcelona are utterly dominating possession of the ball here."
24,9 min,"CHANCE! Super chance for Barcelona as Messi produces a stunning pass into Suarez, but the striker misses the far post from a narrowing angle. Just sensational from Messi there."
25,11 min,"Osasuna are just about surviving at the moment as they continue to sit deep, but they are going to find it difficult to maintain their concentration for the full 90 minutes and have to find a way of threatening Barcelona down the other end. The hosts have had just 16% of the possession here!"
26,12 min,"Alex is not happy after taking a late challenge from Pique, but the number 11 rises to his feet after showing his annoyance to the referee. The resulting free kick, however, is very much wasted."
27,13 min,"POST! Beans! Suarez again for Barcelona as the striker turns inside the Osasuna box before attempting to pick out the bottom corner, but his effort smashes against the post!"
28,15 min,"Another half-chance for Barcelona as Iniesta picks out the head of Umtiti with a super free kick, but the centre-back heads over the crossbar from close range. Barcelona could be three ahead."
29,16 min,"SAVE! Stunning save! Messi just has to score for Barcelona after Suarez releases the Argentine inside the Osasuna box, but Perez uses his leg to somehow make the block!"
30,19 min,"It does seem that it will only be a matter of time before Barcelona make the breakthrough here as they continue to threaten in the final third. Another half-chance arrives when Messi heads a Turan cross towards Suarez, but Osasuna goalkeeper Perez is out to collect the loose ball once again."
31,21 min,"In fairness to Osasuna, they are working really hard to close the space available to Barcelona. However, the hosts are just offering absolutely nothing down the other end of the field."
32,23 min,"Suarez and Messi continue to combine in the final third and the former looks to release the latter with a long-range pass, but Flano is on hand to make another smart defensive clearance."
33,25 min,"Well, 25 minutes into this match and Osasuna could and probably should be three goals behind. However, they are holding Barcelona as things stand. Riera and Leon are doing their best to work Barcelona's back four, but we have seen little from the likes of Alex, Torres and De las Cuevas here."
34,26 min,"Iniesta looks to bend one into the far corner, but his effort was always curling wide."
35,26 min,"SAVE! Another chance for the away side as Messi collects a smart pass from Suarez before attempting to chip Perez from close range, but the Osasuna stopper makes another save!"
36,27 min,BOOKING! Oier (Osasuna) is booked for an awful tackle on Alba.
37,28 min,"Barcelona could be four goals ahead at this stage of the match, but Messi and Suarez have both been wasteful in the final third. Credit must also be given to Osasuna goalkeeper Perez."
38,29 min,"Suarez sets up Turan as Barcelona come close once again, but the Turkish international cannot make clean contact under pressure from Causic, who is working very hard in the middle of the park."
39,31 min,"CHANCE! Wonderful chance for the home side this time as De las Cuevas faces up to Alba before looking to pick out Riera at the far post, but the cross just has too much weight!"
40,33 min,"It must be said that the opening 33 minutes of this match have absolutely flown past. We could have had five or six goals, but it somehow remains 0-0 as we approach the half-time interval."
41,35 min,"Osasuna have already had one brilliant chance in this match and they will fancy their chances of carving out more opportunities as the clock ticks on in Pamplona. It is certainly not time for Barcelona to panic, but that might be the case if it is still goalless around the 70-minute mark."
42,36 min,Osasuna defender Flano is not moving too well at the moment following a challenge with Messi.
43,38 min,CLOSE! Iniesta hits one from distance as Osasuna only half-clear a free kick and the ball just flies wide of the post! Barcelona just cannot make the breakthrough in this match.
44,40 min,"Flano has returned to the field for the home side, but he does not look entirely comfortable and it would not be a surprise to see a change made at the interval. Still goalless in Pamplona here."
45,42 min,"Osasuna are almost there in terms of the first period and it would be some result if they could keep it goalless entering the interval, especially considering what has occurred thus far this afternoon."
46,44 min,"It is almost as if Osasuna have an invisible shield protecting them at the moment as the ball continues to bounce for the home side inside their own box. Messi again drives through the heart of the defence, but somehow the danger is cleared once again. What a bizarre first period here."
47,45 min,Messi turns one wide of the far post following a cute pull-back from Turan.
48,45 min+2,HALF-TIME: Osasuna 0-0 Barcelona
49,12.46pm,"So there we have it. The referee brings the first period to a close with the score somehow goalless. Barcelona have had five or six clear opportunities to break the deadlock, but a combination of poor finishing and good goalkeeping from Perez as left the two teams level at 0-0 entering the interval."
50,12.51pm,"STATISTICS! Barcelona incredibly had 80% of the possession in that first period, while they had 11 attempts, although just two of those were on target. Osasuna, meanwhile, managed just one attempt off target. Just the one booking to report - Osasuna defender Oier in the 27th minute."
51,12.56pm,"BENCH WATCH! Osasuna boss Caparros has a couple of attacking options on his bench this afternoon, with Kodro and Riviere both available for the home side. Barcelona, meanwhile, have options in the shape of Rafinha, Alcacer, Rakitic and Denis Suarez. Some talent on that bench!"
52,1.01pm,"1 - The last time Barcelona have lost against a team from the bottom of the table was against Espanyol (1-2) on matchday 24 in 2008/09. Far.— OptaJose (@OptaJose) December 10, 2016 "
53,46 min,RESTART! Osasuna resume the action here...
54,46 min,... OSASUNA SUB! David Garcia has replaced Flano at the interval.
55,48 min,"It would be unthinkable for Barcelona to drop more points in this match, but Osasuna certainly have Lady Luck on their side this afternoon. All of the pressure is on the away side here."
56,50 min,"Barcelona continue to dominate the ball, which is not a surprise, but Osasuna are pressing a little bit higher up the field at the moment, which is a risky tactic at this stage of the contest."
57,50 min,"CROSSBAR! Oh my word! Osasuna come within inches of taking the lead as Leon races away from the Barcelona defence before chipping towards the far corner, but he hits the crossbar!"
58,52 min,Barcelona just need to be careful down the other end of the field at the moment as Osasuna continue to cause problems on the counter-attack. I said that this could become a very uncomfortable afternoon for the away side and that is proving the case with 52 minutes played.
59,52 min,BOOKING! Marquez (Osasuna) is booked for a pull on Messi.
60,55 min,Leon continues to cause Barcelona problems with his willingness to run in behind and only a smart challenge from Umtiti prevents the number seven from having another sight of goal. Barcelona just cannot get going at the moment as the home side look the team more likely to find the back of the net.
61,57 min,"Messi looks to pick out Alba with a reverse ball, but Perez allows it to bounce behind for a goal kick as the clock ticks on in Pamplona. Still goalless with little over 30 minutes remaining here."
62,59 min,"In all honesty, this game should have been done and dusted at the end of the first period. However, Osasuna have found a way to stay in touch with Barcelona and the home side are now offering an attacking threat of their own. I suspect that we could see a Barcelona change in the next few minutes."
63,59 min,GOAL! Osasuna 0-1 Barcelona (Suarez)
64,60 min,"Barcelona finally make the breakthrough in the 59th minute as Suarez taps a Alba cross into the bottom corner after Osasuna's back-line went to sleep. In truth, it has been coming here."
65,62 min,"No surprise that Messi was involved in that Barcelona goal, with the Argentine playing the initial pass into Alba, who found the angle for Suarez. It is going to be very difficult for Osasuna to get back into the match after falling 1-0 behind, but Leon continues to offer a counter-attacking threat."
66,63 min,OSASUNA SUB! Osasuna make their second change as Tannin replaces Oier.
67,65 min,Little over 25 minutes of football remaining and Barcelona are also preparing their first change of the match as Denis Suarez receives his instructions. Gomes should be the player to depart here.
68,66 min,BARCELONA SUB! Denis Suarez replaces Turan for the away side.
69,68 min,I would be surprised if we had seen the last of the goals this afternoon as Barcelona continue to pass and probe in the final third. I would also not rule out an Osasuna equaliser in Pamplona.
70,70 min,"SAVE! Another smart save from Perez as the Osasuna goalkeeper gets down to keep out a low Messi strike, which looked to be heading for the bottom corner. Perez has been very good."
71,71 min,OSASUNA SUB! Kenan replaces Riera for the home side.
72,73 min,"This has not exactly been convincing from Barcelona, but the Catalan outfit will not mind as long as they take all three points to move closer to Real Madrid in the table. Osasuna are still hanging in, but they are running out of legs as they continue to relinquish possession in dangerous positions."
73,73 min,GOAL! Osasuna 0-2 Barcelona (Messi)
74,74 min,Barcelona have their second of the match in the 73rd minute as Messi turns another Alba cross into the back of the net from close range. Two assists for Alba in the second period!
75,76 min,"It is tough on Osasuna, but it was always going to be difficult for the home side to hold out for another full 45 minutes. Messi has again inspired his team to what looks to be all three points."
76,78 min,"Little over 10 minutes of the second period remaining and as things stand, Barcelona are moving to within three points of Real Madrid at the top of the table. Osasuna, meanwhile, are remaining bottom of the division. I would not rule out at least one more goal in the final 10 minutes here."
77,79 min,Leon hits one straight at Ter Stegen from distance.
78,79 min,BARCELONA SUB! Rafinha replaces Gomes for the away side.
79,82 min,"Half-chance for the home side as De las Cuevas finds space down the Barcelona left before attempting to pick out Leon just outside the box, but Busquets is on hand to make the clearance."
80,84 min,SAVE! Smart save from Ter Stegen to push an Alex effort over the crossbar!
81,86 min,Not too much to report in terms of chances in the last few minutes as the referee is forced to intervene following a couple of late challenges. Not much football left to play in Pamplona.
82,86 min,BOOKING! Torres (Osasuna) is booked for dissent.
83,89 min,"The home supporters are in fine voice as we approach the final stages of this league match. Osasuna are going to remain bottom, while Barcelona are closing the gap on Real Madrid to three points. It has not been pretty from the Spanish champions, but they are going to win in Pamplona."
84,90 min+1,Possession football from Barcelona as we enter stoppage time here.
85,90 min+2,We are into the second of three additional minutes in Pamplona.
86,90 min+2,GOAL! Osasuna 0-3 Barcelona (Messi)
87,90 min+3,Messi has his second and Barcelona have three as the Argentine converts from inside the box after some very suspect defending from Osasuna it must be said!
88,90 min+4,FULL-TIME: Osasuna 0-3 Barcelona
89,1.50pm,"So there we have it. Spanish champions Barcelona secure all the points in Pamplona after scoring three times in the second period. It is tough on basement side Osasuna, but it could have been a lot worse. Thanks for joining Sports Mole for the live action once again. See you soon!"
